Numéro;Heure;Pos_X_centrale;Pos_Y_centrale;Pos_Z_centrale;Angle_X_centrale;Angle_Y_centrale;Angle_Z_centrale
;x10 µs;m;m;m;rad;rad;rad
401;30396600;32574;32967;33749;11;22;33;
402;30479000;32574;32967;33749;11;22;33;
403;30561500;32573;51043;33749;11;22;33;
404;30644000;32573;51043;33749;11;22;33;
405;30726500;32574;32867;33749;11;22;33;
406;30809000;32573;32868;33749;11;22;33;
407;30891500;32573;32868;33749;11;22;33;
408;30973800;32575;32868;33749;11;22;33;
409;31056400;32575;32868;33749;11;22;33;
410;31138800;32575;32868;33749;11;22;33;
411;31221300;32575;32868;33749;11;22;33;
412;31303700;32575;32868;33749;11;22;33;
413;31386100;32573;32867;33749;11;22;33;
414;31393500;32575;32868;33749;11;22;33;
415;31401000;32575;32868;33749;11;22;33;
416;31483400;32575;32868;33749;11;22;33;
417;31565700;32574;32868;33749;11;22;33;
418;31648200;32574;32868;33749;11;22;33;
419;31655600;32575;32868;33749;11;22;33;
420;31738200;32575;32868;33749;11;22;33;
421;31820600;32574;32868;33749;11;22;33;
422;31903200;32573;32867;33735;11;22;33;
423;31985700;32573;32867;33735;11;22;33;
424;32067900;32573;32868;33749;11;22;33;
425;32150400;32573;32868;33749;11;22;33;
426;32232700;32573;32868;33749;11;22;33;
427;32315100;32574;32868;33749;11;22;33;
428;32397600;32574;32868;33749;11;22;33;
429;32480000;32573;32869;33749;11;22;33;
430;32562500;32574;32868;33749;11;22;33;
431;32645000;32574;32868;33749;11;22;33;
432;32727400;32574;32868;33749;11;22;33;
433;32810000;32574;32868;33749;11;22;33;
434;32892500;32574;32868;33749;11;22;33;
435;32974700;32574;32868;33749;11;22;33;
436;33057100;32574;32868;33749;11;22;33;
437;33139300;32574;32868;33749;11;22;33;
438;33221900;32574;32869;33749;11;22;33;
439;33304400;32574;32869;33749;11;22;33;
440;33386800;32574;32868;33749;11;22;33;
441;33469300;32574;51044;33749;11;22;33;
442;33551800;32574;51044;33749;11;22;33;
443;33634200;32574;32868;33749;11;22;33;
444;33716500;32574;32868;33749;11;22;33;
445;33798900;32574;32867;33749;11;22;33;
446;33881500;32574;32868;33749;11;22;33;
447;33964000;32574;32868;33749;11;22;33;
448;34046400;32575;32868;33749;11;22;33;
449;34128800;32574;32867;33749;11;22;33;
450;34211300;32574;32867;33749;11;22;33;
451;34293700;32573;32868;33749;11;22;33;
452;34376200;32573;32868;33749;11;22;33;
453;34458600;32574;32868;33749;11;22;33;
454;34541000;32574;32868;33749;11;22;33;
455;34623600;32574;32868;33749;11;22;33;
456;34706000;32574;51044;33749;11;22;33;
457;34713400;32574;32868;51157;11;22;33;
458;34796000;32574;32868;51157;11;22;33;
459;34878300;32574;32868;33749;11;22;33;
460;34960700;32574;32868;33749;11;22;33;
461;35043100;32574;32868;33749;11;22;33;
462;35125600;32574;32868;33749;11;22;33;
463;35208100;32574;32868;33749;11;22;33;
464;35290300;32711;32868;33749;11;22;33;
465;35372800;32574;32868;33749;11;22;33;
466;35455400;32574;32868;33749;11;22;33;
467;35537600;32574;32867;33749;11;22;33;
468;35620200;32574;32867;33749;11;22;33;
469;35702600;32575;32868;33749;11;22;33;
470;35785100;51006;32868;33749;11;22;33;
471;35867700;51006;32868;33749;11;22;33;
472;35950000;32575;32868;33749;11;22;33;
473;36032400;32574;32868;33749;11;22;33;
474;36115000;32574;32868;33749;11;22;33;
475;36197400;32575;32867;33749;11;22;33;
476;36204800;32575;32867;33749;11;22;33;
477;36287200;32574;32868;33749;11;22;33;
478;36369800;32573;32868;33749;11;22;33;
479;36452200;32573;32868;33749;11;22;33;
480;36459600;32574;32967;33749;11;22;33;
481;36467000;32574;32868;33749;11;22;33;
482;36549500;32574;32868;33749;11;22;33;
483;36631900;32574;32868;33749;11;22;33;
484;36714400;32574;32868;33749;11;22;33;
485;36796800;32574;32868;33749;11;22;33;
486;36879400;32574;32868;33749;11;22;33;
487;36961900;32574;32868;33749;11;22;33;
488;37044300;32574;32868;33749;11;22;33;
489;37126800;32574;32867;33749;11;22;33;
490;37209300;32574;32867;33749;11;22;33;
491;37291700;32574;32868;33749;11;22;33;
492;37374100;32574;32868;33749;11;22;33;
493;37456400;32573;32868;33749;11;22;33;
494;37538900;32574;32868;33749;11;22;33;
495;37621500;32574;32868;33749;11;22;33;
496;37628800;32574;32867;33749;11;22;33;
497;37711400;32574;32868;33749;11;22;33;
498;37793800;32574;32868;33749;11;22;33;
499;37876200;32574;32868;33749;11;22;33;
500;37958700;32574;32868;33749;11;22;33;
501;38041000;32574;32868;33749;11;22;33;
502;38123500;32574;32868;33749;11;22;33;
503;38206100;32574;32868;33749;11;22;33;
504;38288400;32574;32868;33749;11;22;33;
505;38370800;32574;32868;33749;11;22;33;
506;38453300;32574;32868;33749;11;22;33;
507;38535700;32574;32868;33749;11;22;33;
508;38618100;32574;32868;33749;11;22;33;
509;38700400;32575;32868;33749;11;22;33;
510;38783000;32574;32868;33749;11;22;33;
511;38865400;32574;32868;33749;11;22;33;
512;38947800;32574;32868;33749;11;22;33;
513;39030100;32574;32869;33749;11;22;33;
514;39112600;32574;32869;33749;11;22;33;
515;39195000;32574;32967;33749;11;22;33;
516;39277600;32574;32967;33749;11;22;33;
517;39359900;32574;32967;33749;11;22;33;
518;39442500;32574;32868;51157;11;22;33;
519;39525100;32574;32868;51157;11;22;33;
520;39607400;32574;32868;33749;11;22;33;
521;39689900;32574;32868;33749;11;22;33;
522;39697300;32574;32868;33749;11;22;33;
523;39779700;32574;32868;33749;11;22;33;
524;39862300;32574;32868;33749;11;22;33;
525;39944700;32574;32868;33749;11;22;33;
526;40027200;32711;32869;33749;11;22;33;
527;40109800;32711;32869;33749;11;22;33;
528;40192200;32573;32868;33749;11;22;33;
529;40274600;32524;32854;37371;11;22;33;
530;40357100;32524;32854;37371;11;22;33;
531;40439300;31938;32579;39350;11;22;33;
532;40446800;31938;32579;39350;11;22;33;
533;40454100;32072;32577;39163;11;22;33;
534;40461600;32072;32577;39163;11;22;33;
535;40469000;32072;32577;39163;11;22;33;
536;40476400;32082;32591;38989;11;22;33;
537;40483800;32082;32591;38989;11;22;33;
538;40491200;32082;32591;38989;11;22;33;
539;40498500;32148;32619;38767;11;22;33;
540;40506000;32148;32619;38767;11;22;33;
541;40513300;32194;32613;38547;11;22;33;
542;40520800;32194;32613;38547;11;22;33;
543;40528200;32194;32613;38547;11;22;33;
544;40535500;32257;32645;38356;11;22;33;
545;40542900;32257;32645;38356;11;22;33;
546;40550300;32257;32645;38356;11;22;33;
547;40557700;32455;32629;38176;11;22;33;
548;40565200;32455;32629;38176;11;22;33;
549;40572600;32455;32629;38176;11;22;33;
550;40579900;32347;32662;37983;11;22;33;
551;40587300;32347;32662;37983;11;22;33;
552;40594700;32373;32649;37831;11;22;33;
553;40602100;32373;32649;37831;11;22;33;
554;40609500;32373;32649;37831;11;22;33;
555;40616900;32414;32670;37627;11;22;33;
556;40624300;32414;32670;37627;11;22;33;
557;40631700;32414;32670;37627;11;22;33;
558;40639000;32456;32671;37477;11;22;33;
559;40646400;32456;32671;37477;11;22;33;
560;40653800;32479;32768;37269;11;22;33;
561;40661200;32479;32768;37269;11;22;33;
562;40668600;32479;32768;37269;11;22;33;
563;40676000;32510;32768;37128;11;22;33;
564;40683400;32510;32768;37128;11;22;33;
565;40690700;32510;32768;37128;11;22;33;
566;40698200;32548;32768;37010;11;22;33;
567;40705600;32548;32768;37010;11;22;33;
568;40712900;32535;32768;36649;11;22;33;
569;40720400;32535;32768;36807;11;22;33;
570;40727800;32535;32768;36807;11;22;33;
571;40735200;32535;32768;36807;11;22;33;
572;40742500;32535;32768;36807;11;22;33;
573;40749900;32864;32768;33749;11;22;33;
574;40757300;33194;32912;31908;11;22;33;
575;40764800;33194;32912;31908;11;22;33;
576;40772100;33194;32912;31908;11;22;33;
577;40779600;33177;32867;31803;11;22;33;
578;40786900;33177;32867;31803;11;22;33;
579;40794300;33141;32933;31887;11;22;33;
580;40801700;33141;32933;31887;11;22;33;
581;40809100;33141;32933;31887;11;22;33;
582;40816500;33150;32916;31852;11;22;33;
583;40823900;33150;32916;31852;11;22;33;
584;40831300;33150;32916;31852;11;22;33;
585;40838700;33136;32906;31865;11;22;33;
586;40846200;33136;32906;31865;11;22;33;
587;40853500;33135;32878;31860;11;22;33;
588;40860900;33135;32878;31860;11;22;33;
589;40868200;33135;32878;31860;11;22;33;
590;40875700;33141;32877;31862;11;22;33;
591;40883100;33141;32877;31862;11;22;33;
592;40890400;33141;32877;31862;11;22;33;
593;40897900;33114;32830;31832;11;22;33;
595;40912600;33114;32830;31871;11;22;33;
597;40927400;33109;32837;31871;11;22;33;
599;40942300;33090;32864;31907;11;22;33;
600;40949600;33090;32864;31907;11;22;33;
601;40957100;33076;32826;31940;11;22;33;
602;40964400;33076;32826;31940;11;22;33;
603;40971800;33076;32826;31959;11;22;33;
604;40979200;33076;32826;31959;11;22;33;
605;40986600;33053;32846;51159;11;22;33;
606;40994000;33047;32821;31995;11;22;33;
607;41001400;33047;32821;31995;11;22;33;
608;41008800;33047;32821;31995;11;22;33;
609;41016200;33026;51007;32029;11;22;33;
610;41023500;33026;51007;32029;11;22;33;
611;41030900;33026;32831;32061;11;22;33;
612;41038300;33026;32831;32061;11;22;33;
613;41045700;33009;32849;32061;11;22;33;
614;41053100;33009;32835;32093;11;22;33;
615;41060500;33009;32835;32093;11;22;33;
616;41067900;32994;32835;32093;11;22;33;
617;41075300;33002;32768;32132;11;22;33;
618;41082700;33002;32768;32132;11;22;33;
619;41090100;33002;32768;32142;11;22;33;
620;41097500;33002;32768;32142;11;22;33;
621;41104900;32979;32823;32142;11;22;33;
622;41112300;32979;32828;32172;11;22;33;
623;41119700;32979;32828;32172;11;22;33;
624;41127100;32979;32828;32172;11;22;33;
625;41134400;32948;32768;32199;11;22;33;
626;41141900;32948;32768;32199;11;22;33;
627;41149200;32948;32768;32207;11;22;33;
628;41156600;32948;32768;32207;11;22;33;
629;41164000;32937;32818;32207;11;22;33;
630;41171400;32937;32768;32245;11;22;33;
631;41178800;32937;32768;32245;11;22;33;
632;41186300;32937;32768;32245;11;22;33;
633;41193600;32936;32967;32272;11;22;33;
634;41201000;32936;32967;32272;11;22;33;
635;41208400;32936;32768;32285;11;22;33;
636;41215700;32936;32768;32285;11;22;33;
637;41223100;51085;32768;32285;11;22;33;
638;41230500;32909;32768;32299;11;22;33;
639;41237900;32909;32768;32299;11;22;33;
640;41245300;32907;32768;32299;11;22;33;
641;41252700;32913;32768;32312;11;22;33;
642;41260100;32913;32768;32312;11;22;33;
643;41267400;32913;32768;32348;11;22;33;
644;41274900;32913;32768;32348;11;22;33;
645;41282200;32893;32768;32348;11;22;33;
646;41289600;32893;32768;32364;11;22;33;
647;41297000;32893;32768;32364;11;22;33;
648;41304400;32900;32967;32364;11;22;33;
649;41311900;32885;32768;32374;11;22;33;
651;41326600;32967;32768;32374;11;22;33;
652;41334000;32967;32768;32374;11;22;33;
653;41341300;32877;32818;32377;11;22;33;
654;41348800;32877;32768;32409;11;22;33;
655;41356200;32877;32768;32409;11;22;33;
656;41363500;51040;32768;32409;11;22;33;
657;41371000;32852;32768;32417;11;22;33;
658;41378400;32852;32768;32417;11;22;33;
659;41385700;32852;32768;32417;11;22;33;
660;41393200;32852;32768;32417;11;22;33;
661;41400500;32866;32768;32431;11;22;33;
662;41407900;32866;32768;32449;11;22;33;
663;41415300;32866;32768;32449;11;22;33;
665;41430200;32837;32768;32464;11;22;33;
666;41437600;32837;32768;32464;11;22;33;
667;41444900;32837;32768;32464;11;22;33;
668;41452300;32837;32768;32464;11;22;33;
669;41459700;32825;32768;32475;11;22;33;
670;41467100;32825;32768;32475;11;22;33;
671;41474500;32825;32768;32475;11;22;33;
672;41481900;32833;32768;32485;11;22;33;
673;41489300;32834;32768;32500;11;22;33;
674;41496700;32834;32768;32500;11;22;33;
675;41504100;32834;32768;32500;11;22;33;
676;41511500;32834;32768;32500;11;22;33;
677;41518800;32826;32768;32514;11;22;33;
678;41526200;32826;32768;32514;11;22;33;
681;41548400;32768;32768;48911;11;22;33;
682;41555800;32768;32768;48911;11;22;33;
683;41563100;32768;50944;32527;11;22;33;
684;41570600;32768;50944;32527;11;22;33;
685;41578000;32768;50944;32539;11;22;33;
686;41585400;32768;32768;32539;11;22;33;
687;41592800;32768;32768;32539;11;22;33;
688;41600200;32768;32768;32547;11;22;33;
689;41607600;32768;32768;32547;11;22;33;
690;41615000;32768;32768;32547;11;22;33;
691;41622400;32768;32768;32559;11;22;33;
692;41629800;32768;32768;32559;11;22;33;
693;41637100;32768;32768;32572;11;22;33;
694;41644500;32768;32768;32572;11;22;33;
695;41651900;32768;32768;32572;11;22;33;
696;41659300;50944;32768;32578;11;22;33;
697;41666700;32768;50944;32578;11;22;33;
698;41674100;32768;50944;32578;11;22;33;
699;41681500;32768;32768;32591;11;22;33;
700;41688900;32768;32768;32591;11;22;33;
701;41696200;32768;32768;32599;11;22;33;
702;41703700;32768;32768;32599;11;22;33;
703;41711100;32768;32768;32599;11;22;33;
704;41718400;50944;32967;32599;11;22;33;
705;41725900;32768;32768;32599;11;22;33;
706;41733300;32768;32768;32599;11;22;33;
707;41740600;32967;32768;32610;11;22;33;
708;41748000;32967;32768;32610;11;22;33;
711;41770300;32768;32768;32619;11;22;33;
712;41777600;32768;32768;32625;11;22;33;
713;41785000;32768;32768;32625;11;22;33;
714;41792500;32768;32768;32625;11;22;33;
715;41799800;32768;32768;32631;11;22;33;
716;41807200;32768;32768;32631;11;22;33;
717;41814600;32768;32768;32631;11;22;33;
718;41822000;32768;32768;32636;11;22;33;
719;41829400;32768;32768;32636;11;22;33;
720;41836800;32768;32768;32636;11;22;33;
721;41844200;32768;32967;32643;11;22;33;
722;41851600;32768;32967;32643;11;22;33;
723;41858900;32768;32768;32647;11;22;33;
724;41866300;32768;32768;32647;11;22;33;
725;41873700;50944;32768;32647;11;22;33;
726;41881100;32768;32768;32650;11;22;33;
727;41888600;32768;32768;32650;11;22;33;
728;41895900;32768;32768;32650;11;22;33;
729;41903400;32967;32768;32672;11;22;33;
730;41910700;32967;32768;32672;11;22;33;
731;41918100;32768;32768;32932;11;22;33;
732;41925500;32768;32768;32932;11;22;33;
733;41932900;32768;32768;32932;11;22;33;
734;41940400;32768;32768;32691;11;22;33;
735;41947800;32768;32768;32691;11;22;33;
736;41955100;32768;32768;32691;11;22;33;
737;41962600;32839;32768;32661;11;22;33;
738;41970000;32839;32768;32661;11;22;33;
739;41977300;33187;33114;32692;11;22;33;
740;41984700;33187;33114;32692;11;22;33;
741;41992100;33187;51034;32692;11;22;33;
742;41999500;33293;34729;32990;11;22;33;
743;42007000;33293;34729;32990;11;22;33;
744;42014300;33293;34729;32990;11;22;33;
745;42021700;32071;35327;32895;11;22;33;
746;42029200;32071;35327;32895;11;22;33;
747;42036500;32071;35194;32853;11;22;33;
748;42043900;32071;35194;32853;11;22;33;
749;42051300;32192;34426;51029;11;22;33;
750;42058700;33428;33690;33092;11;22;33;
751;42066200;33428;33690;33092;11;22;33;
752;42073500;33428;33690;33092;11;22;33;
753;42080900;33735;32894;33877;11;22;33;
755;42095700;33566;32894;34002;11;22;33;
756;42103100;33566;32894;34002;11;22;33;
757;42110500;34095;32568;51154;11;22;33;
758;42117900;32768;32457;32837;11;22;33;
760;42132700;32768;32457;32837;11;22;33;
761;42140100;32201;33630;34547;11;22;33;
763;42154900;32201;33630;34315;11;22;33;
764;42162300;32201;33630;34315;11;22;33;
765;42169600;32283;31959;33803;11;22;33;
766;42177000;32020;32408;32708;11;22;33;
767;42184500;32020;32408;32708;11;22;33;
768;42191800;32199;32408;32708;11;22;33;
769;42199300;32261;32449;32711;11;22;33;
770;42206700;32261;32449;32711;11;22;33;
771;42214100;32455;32449;32545;11;22;33;
772;42221500;32455;32449;32545;11;22;33;
775;42243700;32514;32419;32801;11;22;33;
776;42251000;32514;32419;32801;11;22;33;
777;42258400;32495;32768;33034;11;22;33;
778;42265800;32495;32768;33034;11;22;33;
779;42273200;32495;32768;33034;11;22;33;
780;42280500;32495;32768;33034;11;22;33;
781;42287900;32601;32570;33231;11;22;33;
782;42295300;32601;32734;33180;11;22;33;
783;42302700;32601;32734;33180;11;22;33;
788;42339700;32348;32686;33247;11;22;33;
789;42347100;32297;32768;32991;11;22;33;
790;42354500;32297;32993;33021;11;22;33;
791;42361900;32297;32993;33021;11;22;33;
792;42369300;32379;32481;33021;11;22;33;
793;42376700;32342;32344;33115;11;22;33;
794;42384100;32342;32344;33115;11;22;33;
795;42391400;32598;32344;33041;11;22;33;
796;42398900;32598;32344;33041;11;22;33;
797;42406200;32598;32344;33041;11;22;33;
798;42413600;32478;32684;33418;11;22;33;
799;42421000;32478;32684;33418;11;22;33;
800;42428300;32386;32428;33418;11;22;33;
801;42435800;32306;32251;33230;11;22;33;
802;42443200;32306;32251;33230;11;22;33;
807;42480200;32251;32286;33486;11;22;33;
808;42487500;32468;32286;33486;11;22;33;
810;42502400;32468;32286;33486;11;22;33;
812;42517100;32432;32337;33485;11;22;33;
813;42524500;32016;32768;33202;11;22;33;
814;42531900;32016;33011;33282;11;22;33;
815;42539300;32016;33011;33282;11;22;33;
816;42546700;32218;32499;33282;11;22;33;
817;42554100;32000;32287;33528;11;22;33;
818;42561500;32000;32287;33528;11;22;33;
819;42568900;32768;32287;33528;11;22;33;
823;42598500;32436;32590;33484;11;22;33;
824;42605900;32395;33223;33444;11;22;33;
825;42613300;32487;33071;33415;11;22;33;
826;42620700;32487;33071;33415;11;22;33;
827;42628100;32231;33071;33415;11;22;33;
828;42635500;32231;33071;33415;11;22;33;
829;42642800;32368;32364;33355;11;22;33;
830;42650300;32368;32364;33355;11;22;33;
831;42657700;32368;32364;33355;11;22;33;
832;42665000;32633;32275;33481;11;22;33;
833;42672500;32748;32639;33611;11;22;33;
834;42679900;32748;32639;33611;11;22;33;
836;42694600;32236;32639;33611;11;22;33;
837;42702000;32298;32188;33465;11;22;33;
839;42716800;32298;32188;33465;11;22;33;
840;42724200;32326;32250;33329;11;22;33;
841;42731600;32326;32250;33329;11;22;33;
842;42739000;32326;32250;33329;11;22;33;
843;42746300;51071;32301;33661;11;22;33;
844;42753700;51071;32301;33661;11;22;33;
845;42761100;32218;32286;33341;11;22;33;
846;42768500;32218;32286;33341;11;22;33;
847;42775900;32218;32286;33341;11;22;33;
848;42783300;32122;32269;33164;11;22;33;
849;42790700;32122;32269;33164;11;22;33;
851;42805500;32535;32064;33521;11;22;33;
852;42812900;32535;32064;33521;11;22;33;
853;42820300;32152;32545;33484;11;22;33;
855;42835100;32152;32545;33484;11;22;33;
856;42842500;32152;32545;33484;11;22;33;
857;42849900;32113;32361;50961;11;22;33;
860;42872100;32556;32073;33333;11;22;33;
861;42879400;32556;32073;33333;11;22;33;
862;42886800;32130;32567;33439;11;22;33;
863;42894300;32130;32567;33439;11;22;33;
864;42901600;32384;32219;33428;11;22;33;
865;42909000;32384;32219;33428;11;22;33;
866;42916500;32384;32219;33428;11;22;33;
867;42923800;32345;32272;33425;11;22;33;
869;42938600;32345;32272;33425;11;22;33;
870;42946000;32345;32272;33425;11;22;33;
871;42953400;32345;32272;33425;11;22;33;
872;42960800;32483;32075;33442;11;22;33;
873;42968200;32483;32075;33442;11;22;33;
874;42975700;32483;32075;33442;11;22;33;
875;42983000;32016;32374;33384;11;22;33;
876;42990400;32016;32374;33384;11;22;33;
877;42997700;32016;32374;33384;11;22;33;
878;43005200;32409;31972;33368;11;22;33;
879;43012600;32409;31972;33368;11;22;33;
880;43020000;32409;31972;33368;11;22;33;
882;43034800;32409;31972;33368;11;22;33;
883;43042100;32198;32037;33256;11;22;33;
884;43049600;32198;32037;33256;11;22;33;
885;43056900;32198;32037;33256;11;22;33;
886;43064400;32240;31994;33277;11;22;33;
887;43071800;32240;31994;33277;11;22;33;
889;43086600;32047;32126;33269;11;22;33;
890;43094000;32047;32126;33269;11;22;33;
892;43108800;32281;31921;33212;11;22;33;
893;43116100;32281;31921;33212;11;22;33;
894;43123600;32281;31921;33212;11;22;33;
896;43138300;31936;32292;33104;11;22;33;
897;43145700;32291;31932;33220;11;22;33;
898;43153200;32291;31932;33220;11;22;33;
899;43160500;32291;31932;33223;11;22;33;
900;43168000;32291;31932;33223;11;22;33;
901;43175300;32291;31932;33223;11;22;33;
902;43182700;31986;32170;33351;11;22;33;
903;43190100;31986;32170;33351;11;22;33;
904;43197400;31986;32170;33351;11;22;33;
905;43204900;32141;32199;33188;11;22;33;
906;43212300;32141;32199;33188;11;22;33;
907;43219700;32141;32116;33271;11;22;33;
908;43227100;32141;32116;33271;11;22;33;
909;43234400;50971;32278;33527;11;22;33;
910;43241800;32335;32374;33619;11;22;33;
913;43264100;32222;32394;51186;11;22;33;
914;43271500;32222;32394;51186;11;22;33;
915;43278800;32222;32394;33282;11;22;33;
919;43308400;32472;32172;33563;11;22;33;
920;43315800;32288;32428;33563;11;22;33;
921;43323200;32272;32699;33595;11;22;33;
922;43330600;32272;32699;33595;11;22;33;
923;43338000;32272;32699;33749;11;22;33;
924;43345400;32272;32699;33749;11;22;33;
925;43352700;32604;32528;33749;11;22;33;
926;43360200;32604;32588;33749;11;22;33;
927;43367600;32604;32588;33749;11;22;33;
928;43374900;32614;32588;33749;11;22;33;
929;43382300;32653;32768;33749;11;22;33;
930;43389700;32653;32768;33749;11;22;33;
931;43397100;32653;32768;33668;11;22;33;
932;43404500;32653;32768;33668;11;22;33;
933;43411900;32538;32670;33668;11;22;33;
934;43419300;32538;32701;33691;11;22;33;
935;43426800;32538;32701;33691;11;22;33;
936;43434100;32451;32701;33691;11;22;33;
937;43441500;32467;32477;33749;11;22;33;
938;43448900;32467;32477;33749;11;22;33;
939;43456300;32467;32477;33658;11;22;33;
940;43463700;32467;32477;33658;11;22;33;
941;43471100;32358;32768;33658;11;22;33;
942;43478500;32358;32965;33749;11;22;33;
943;43485900;32358;32965;33749;11;22;33;
944;43493300;32415;32709;33749;11;22;33;
945;43500700;32502;32709;33749;11;22;33;
946;43508100;32502;32709;33749;11;22;33;
947;43515500;32502;32709;33667;11;22;33;
948;43522900;32502;32709;33667;11;22;33;
949;43530300;32445;32616;33667;11;22;33;
950;43537700;32445;32567;33735;11;22;33;
951;43545100;32445;32567;33735;11;22;33;
952;43552500;32768;32311;33644;11;22;33;
953;43559900;32860;32512;33668;11;22;33;
954;43567300;32860;32512;33668;11;22;33;
955;43574700;32604;32512;33668;11;22;33;
956;43582100;32604;32512;33668;11;22;33;
957;43589400;32619;32594;33749;11;22;33;
958;43596800;32619;32512;33804;11;22;33;
959;43604200;32619;32512;33804;11;22;33;
960;43611600;32575;32768;33804;11;22;33;
961;43619100;32632;32768;33749;11;22;33;
962;43626500;32632;32768;33749;11;22;33;
963;43633800;32632;32768;33749;11;22;33;
964;43641200;32632;32768;33749;11;22;33;
965;43648600;32647;32629;33749;11;22;33;
966;43656000;32647;32588;33749;11;22;33;
967;43663400;32647;32588;33749;11;22;33;
968;43670800;32648;32588;33749;11;22;33;
969;43678200;32564;32657;33749;11;22;33;
970;43685600;32564;32657;33749;11;22;33;
971;43693000;32564;32657;33749;11;22;33;
972;43700400;32564;32657;33749;11;22;33;
973;43707700;32290;32651;33633;11;22;33;
974;43715200;32290;32651;33633;11;22;33;
975;43722600;32290;32651;33633;11;22;33;
985;43796700;32297;32325;33629;11;22;33;
986;43804100;32297;32325;33629;11;22;33;
987;43811400;32553;32325;33629;11;22;33;
988;43818900;32553;32325;33629;11;22;33;
989;43826200;32507;32579;33749;11;22;33;
990;43833700;32507;32579;33749;11;22;33;
991;43841100;32507;32579;33749;11;22;33;
992;43848500;32349;32477;33749;11;22;33;
993;43855800;32343;32616;33481;11;22;33;
994;43863300;32343;32616;33481;11;22;33;
995;43870600;32087;32616;33481;11;22;33;
996;43878100;32087;32616;33481;11;22;33;
997;43885400;32491;32479;33749;11;22;33;
998;43892900;32491;32479;33749;11;22;33;
999;43900300;32491;32479;33749;11;22;33;
1000;43907600;32475;32611;33749;11;22;33;
1001;43915000;32475;32611;33749;11;22;33;
1004;43937200;32615;32549;33749;11;22;33;
1005;43944600;32360;50944;33694;11;22;33;
1006;43952000;32360;32768;33694;11;22;33;
1007;43959500;32360;32768;33694;11;22;33;
1008;43966900;32360;32768;33694;11;22;33;
1009;43974200;32505;32328;33607;11;22;33;
1010;43981600;32505;32328;33607;11;22;33;
1011;43989000;32433;32591;33749;11;22;33;
1012;43996400;32433;32591;33749;11;22;33;
1013;44003800;32381;32561;33592;11;22;33;
1014;44011200;32381;32561;33592;11;22;33;
1015;44018600;32381;32561;33592;11;22;33;
1018;44040800;32827;32406;33676;11;22;33;
1019;44048100;32857;32573;33749;11;22;33;
1020;44055600;32857;32573;33749;11;22;33;
1021;44062900;32857;32573;33749;11;22;33;
1022;44070400;32768;32711;33749;11;22;33;
1023;44077800;32768;32711;33749;11;22;33;
1029;44122100;32356;32651;33592;11;22;33;
1030;44129600;32673;32263;33583;11;22;33;
1031;44136900;32673;32263;33583;11;22;33;
1032;44144300;32711;32481;51157;11;22;33;
1033;44151800;32566;32481;33749;11;22;33;
1034;44159200;32566;32481;33749;11;22;33;
1035;44166500;32156;32598;33585;11;22;33;
1038;44188700;32479;32118;33437;11;22;33;
1039;44196100;32479;32118;33437;11;22;33;
1040;44203500;32479;32118;33437;11;22;33;
1041;44210900;32537;32188;33634;11;22;33;
1042;44218400;32537;32188;33634;11;22;33;
1044;44233100;32109;32418;33696;11;22;33;
1045;44240500;32109;32418;33696;11;22;33;
1047;44255300;32159;32141;33461;11;22;33;
1048;44262700;32159;32141;33461;11;22;33;
1049;44270100;32148;32287;33381;11;22;33;
1050;44277500;32148;32287;33381;11;22;33;
1052;44292300;32202;32518;33412;11;22;33;
1053;44299600;32202;32518;33412;11;22;33;
1054;44307100;32339;32518;33506;11;22;33;
1055;44314500;32339;32518;33506;11;22;33;
1056;44321900;32339;32518;33506;11;22;33;
1057;44329300;32482;32512;33698;11;22;33;
1058;44336700;32482;32512;33698;11;22;33;
1059;44344100;32482;50944;33695;11;22;33;
1061;44358800;32497;32485;33695;11;22;33;
1062;44366300;32324;32656;33631;11;22;33;
1063;44373700;32324;32656;33631;11;22;33;
1064;44381100;32324;32656;33631;11;22;33;
1065;44388500;32546;32479;33749;11;22;33;
1066;44395900;32546;32479;33749;11;22;33;
1067;44403300;32546;32479;33692;11;22;33;
1068;44410700;32546;32479;33692;11;22;33;
1069;44418000;32638;51143;33692;11;22;33;
1070;44425500;32403;32713;33749;11;22;33;
1071;44432900;32403;32713;33749;11;22;33;
1072;44440300;32403;32713;33749;11;22;33;
1073;44447700;32479;32601;33749;11;22;33;
1074;44455100;32479;32601;33749;11;22;33;
1075;44462400;32479;32601;33644;11;22;33;
1076;44469800;32479;32601;33644;11;22;33;
1077;44477200;32445;32333;33644;11;22;33;
1078;44484700;32445;32455;33525;11;22;33;
1079;44492000;32445;32455;33525;11;22;33;
1080;44499400;32121;32638;33525;11;22;33;
1081;44506800;32469;32511;33643;11;22;33;
1082;44514300;32469;32511;33643;11;22;33;
1083;44521600;51157;32511;33690;11;22;33;
1084;44529000;51157;32511;33690;11;22;33;
1085;44536400;32684;32464;33690;11;22;33;
1089;44566000;32768;32967;33749;11;22;33;
1090;44573400;32768;32967;33749;11;22;33;
1091;44580700;32768;32768;33749;11;22;33;
1092;44588200;32768;32768;33749;11;22;33;
1093;44595500;32663;32672;33749;11;22;33;
1094;44603000;32663;32578;33659;11;22;33;
1095;44610400;32663;32578;33659;11;22;33;
1096;44617800;32439;32578;33659;11;22;33;
1097;44625200;32455;32520;51079;11;22;33;
1098;44632600;32455;32520;51079;11;22;33;
